nodes,Ultimate-fixpoint,Ultimate-all,pasttel,label,Stem Size,Loop Size,Total Size Trace,Algo,Total-NonTerminate
1,"1,27","1,27",2,NONTERMINATING,4,4,8,Fixpoint / Fixpoint,"1,27"
2,"2,81","2,81",2,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,81"
3,"3,14","3,14",2,NONTERMINATING,5,2,7,Fixpoint / Fixpoint,"3,14"
4,"3,09","3,09",1,NONTERMINATING,5,3,8,Fixpoint / Fixpoint,"3,09"
5,"1,28","1,28",2,NONTERMINATING,32,22,54,Fixpoint / Fixpoint,"1,28"
6,"1,71","1,71",2,NONTERMINATING,119,30,149,Fixpoint / Fixpoint,"1,71"
7,"2,73","2,73",3,NONTERMINATING,327,29,356,Fixpoint / Fixpoint,"2,73"
8,"2,63","2,63",4,NONTERMINATING,323,29,352,Fixpoint / Fixpoint,"2,63"
9,"2,59","2,59",3,NONTERMINATING,348,26,374,Fixpoint / Fixpoint,"2,59"
10,"2,47","2,47",4,NONTERMINATING,395,8,403,Fixpoint / Fixpoint,"2,47"
11,"2,94","2,94",2,NONTERMINATING,9,1,10,Fixpoint / Fixpoint,"2,94"
12,"2,92","2,92",2,NONTERMINATING,9,1,10,Fixpoint / Fixpoint,"2,92"
13,"2,56","2,56",1,NONTERMINATING,4,6,10,Fixpoint / Fixpoint,"2,56"
14,"3,23","3,23",2,NONTERMINATING,5,4,9,Fixpoint / Fixpoint,"3,23"
15,"5,23","5,23",2,NONTERMINATING,119,30,149,Fixpoint / Fixpoint,"5,23"
16,"3,03","3,03",2,NONTERMINATING,5,2,7,Fixpoint / Fixpoint,"3,03"
17,"3,69","3,69",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"3,69"
18,"1,88","50,06",4,NONTERMINATING,1,2,3,GNTA / GNTA,"51,94"
19,"17,45","17,45",15,NONTERMINATING,18,3,21,Fixpoint / Fixpoint,"17,45"
20,"3,36","3,36",2,NONTERMINATING,5,4,9,Fixpoint / Fixpoint,"3,36"
21,"3,21","3,21",2,NONTERMINATING,9,1,10,Fixpoint / Fixpoint,"3,21"
22,"2,3","2,3",1,NONTERMINATING,16,8,24,Fixpoint / Fixpoint,"2,3"
23,"3,4","3,4",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,4"
24,"2,72","2,72",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,72"
25,"4,19","4,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,19"
26,"2,44","2,44",2,NONTERMINATING,16,8,24,Fixpoint / Fixpoint,"2,44"
27,"2,84","2,84",3,NONTERMINATING,24,16,40,Fixpoint / Fixpoint,"2,84"
28,"3,51","3,51",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,51"
29,"6,83","6,83",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,83"
30,"2,19","2,19",6,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,19"
31,"2,18","2,18",6,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,18"
32,"2,82","2,82",4,NONTERMINATING,3,2,5,Fixpoint / Fixpoint,"2,82"
33,"2,22","2,22",6,NONTERMINATING,3,2,5,Fixpoint / Fixpoint,"2,22"
34,"3,73","3,73",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,73"
35,"1,02","223,19",8,NONTERMINATING,12,4,16,GNTA / GNTA,"224,21"
36,"2,31","223,11",3,NONTERMINATING,7,4,11,GNTA / GNTA,"225,42"
37,"3,06","218,73",3,NONTERMINATING,7,4,11,GNTA / GNTA,"221,79"
38,"2,96","2,96",2,NONTERMINATING,32,30,62,Fixpoint / Fixpoint,"2,96"
39,"3,37","3,37",2,NONTERMINATING,6,3,9,Fixpoint / Fixpoint,"3,37"
40,"3,62","3,62",2,NONTERMINATING,8,3,11,Fixpoint / Fixpoint,"3,62"
41,"2,48","2,48",1,NONTERMINATING,5,3,8,Fixpoint / Fixpoint,"2,48"
42,"5,07","5,07",2,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"5,07"
43,"4,31","4,31",2,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"4,31"
44,"4,32","4,32",1,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"4,32"
45,"6,83","6,83",1,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"6,83"
46,"6,56","6,56",1,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"6,56"
47,"4,18","4,18",2,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"4,18"
48,"6,55","6,55",1,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"6,55"
49,"6,94","6,94",2,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"6,94"
50,"5,9","5,9",1,NONTERMINATING,2,3,5,Fixpoint / Fixpoint,"5,9"
51,"2,8","2,8",2,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,8"
52,2,"1644,79",5,NONTERMINATING,416,32,448,GNTA / GNTA,"1646,79"
53,"2,88","2,88",2,NONTERMINATING,20,21,41,Fixpoint / Fixpoint,"2,88"
54,"5,36","5,36",2,NONTERMINATING,6,2,8,Fixpoint / Fixpoint,"5,36"
55,"1,95","2402,57",5,NONTERMINATING,689,9,698,GNTA / GNTA,"2404,52"
56,"3,59","3,59",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,59"
57,"1,78","96,88",2,NONTERMINATING,5,1,6,GNTA / GNTA,"98,66"
58,"1,89","108,55",2,NONTERMINATING,5,1,6,GNTA / GNTA,"110,44"
59,"1,82","115,72",2,NONTERMINATING,5,1,6,GNTA / GNTA,"117,54"
60,"1,85","130,31",2,NONTERMINATING,5,1,6,GNTA / GNTA,"132,16"
61,"2,7","2,7",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,7"
62,"3,23","3,23",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,23"
63,"2,73","2,73",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,73"
64,"3,02","3,02",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,02"
65,"1,93","73,78",2,NONTERMINATING,1,1,2,GNTA / GNTA,"75,71"
66,"2,91","2,91",4,NONTERMINATING,552,70,622,Fixpoint / Fixpoint,"2,91"
67,"3,22","3,22",4,NONTERMINATING,552,70,622,Fixpoint / Fixpoint,"3,22"
68,"4,54","4,54",6,NONTERMINATING,621,79,700,Fixpoint / Fixpoint,"4,54"
69,"2,99","2,99",4,NONTERMINATING,531,86,617,Fixpoint / Fixpoint,"2,99"
70,"1,74","1,74",3,NONTERMINATING,9,2,11,Fixpoint / Fixpoint,"1,74"
71,"1,95","1,95",4,NONTERMINATING,9,2,11,Fixpoint / Fixpoint,"1,95"
72,"1,92","1,92",4,NONTERMINATING,9,2,11,Fixpoint / Fixpoint,"1,92"
73,"2,64","2,64",3,NONTERMINATING,9,2,11,Fixpoint / Fixpoint,"2,64"
74,"2,13","2,13",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,13"
75,"1,59","1,59",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"1,59"
76,"8,3","8,3",2,NONTERMINATING,5,5,10,Fixpoint / Fixpoint,"8,3"
77,"4,08","4,08",2,NONTERMINATING,6,5,11,Fixpoint / Fixpoint,"4,08"
78,"4,69","4,69",3,NONTERMINATING,6,5,11,Fixpoint / Fixpoint,"4,69"
79,"2,82","2,82",3,NONTERMINATING,40,2,42,Fixpoint / Fixpoint,"2,82"
80,"3,1","3,1",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,1"
81,"22,69","22,69",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"22,69"
82,"18,29","18,29",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"18,29"
83,"3,1","3,1",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,1"
84,"2,38","51,45",3,NONTERMINATING,1,1,2,GNTA / GNTA,"53,83"
85,"2,32","46,07",3,NONTERMINATING,1,1,2,GNTA / GNTA,"48,39"
86,1,1,2,NONTERMINATING,6,6,12,Fixpoint / Fixpoint,1
87,"4,97","4,97",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"4,97"
88,"13,82","13,82",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"13,82"
89,"3,19","3,19",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,19"
90,"3,12","3,12",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,12"
91,"11,26","11,26",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"11,26"
92,"2,95","2,95",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"2,95"
93,"6,26","6,26",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"6,26"
94,"3,27","3,27",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,27"
95,"3,51","3,51",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,51"
96,"5,05","5,05",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,05"
97,"3,31","3,31",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,31"
98,"3,49","3,49",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"3,49"
99,"4,63","4,63",4,NONTERMINATING,215,2,217,Fixpoint / Fixpoint,"4,63"
100,"1,67","1,67",3,NONTERMINATING,9,4,13,Fixpoint / Fixpoint,"1,67"
101,"3,59","3,59",2,NONTERMINATING,6,4,10,Fixpoint / Fixpoint,"3,59"
102,"4,48","4,48",2,NONTERMINATING,6,4,10,Fixpoint / Fixpoint,"4,48"
103,"1,81","1,81",3,NONTERMINATING,11,4,15,Fixpoint / Fixpoint,"1,81"
104,"1,92","1,92",3,NONTERMINATING,11,4,15,Fixpoint / Fixpoint,"1,92"
105,"3,54","3,54",1,NONTERMINATING,5,5,10,Fixpoint / Fixpoint,"3,54"
106,"2,74","2,74",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,74"
107,"5,13","5,13",3,NONTERMINATING,13,9,22,Fixpoint / Fixpoint,"5,13"
108,"5,39","5,39",4,NONTERMINATING,10,9,19,Fixpoint / Fixpoint,"5,39"
109,"5,36","5,36",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"5,36"
110,"2,89","2,89",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"2,89"
111,"5,95","5,95",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"5,95"
112,"3,07","3,07",2,NONTERMINATING,40,25,65,Fixpoint / Fixpoint,"3,07"
113,"2,52","2,52",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,52"
114,"1,84","1,84",2,NONTERMINATING,7,1,8,Fixpoint / Fixpoint,"1,84"
115,"22,35","22,35",2,NONTERMINATING,6,2,8,Fixpoint / Fixpoint,"22,35"
116,"1,37","1,37",2,NONTERMINATING,12,8,20,Fixpoint / Fixpoint,"1,37"
117,"1,55","1,55",2,NONTERMINATING,8,14,22,Fixpoint / Fixpoint,"1,55"
118,"1,92","199,14",4,NONTERMINATING,6,3,9,GNTA / GNTA,"201,06"
119,"4,21","171,35",2,NONTERMINATING,6,3,9,GNTA / GNTA,"175,56"
120,"3,13","3,13",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,13"
121,"2,8","2,8",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,8"
122,"2,76","2,76",1,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"2,76"
123,"2,74","2,74",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,74"
124,"2,61","2,61",1,NONTERMINATING,1,8,9,Fixpoint / Fixpoint,"2,61"
125,"1,48","1,48",1,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"1,48"
126,"1,37","1,37",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"1,37"
127,"3,01","3,01",2,NONTERMINATING,4,1,5,Fixpoint / Fixpoint,"3,01"
128,"28,68","28,68",7,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"28,68"
129,"6,11","6,11",1,NONTERMINATING,4,1,5,Fixpoint / Fixpoint,"6,11"
130,"2,84","2,84",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,84"
131,"2,11","2,11",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,11"
132,"3,13","3,13",1,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,13"
133,"3,01","65,94",1,NONTERMINATING,1,7,8,GNTA / GNTA,"68,95"
134,"1,86","41,61",2,NONTERMINATING,1,2,3,GNTA / GNTA,"43,47"
135,"2,99","2,99",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,99"
136,"2,77","2,77",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,77"
137,"4,32","4,32",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,32"
138,"2,8","2,8",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,8"
139,"22,34","22,34",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"22,34"
140,"6,03","6,03",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,03"
141,"1,78","108,73",2,NONTERMINATING,6,1,7,GNTA / GNTA,"110,51"
142,"2,99","107,77",2,NONTERMINATING,6,1,7,GNTA / GNTA,"110,76"
143,"1,96","107,55",2,NONTERMINATING,6,1,7,GNTA / GNTA,"109,51"
144,"0,6","107,56",3,NONTERMINATING,7,1,8,GNTA / GNTA,"108,16"
145,"0,5","82,26",3,NONTERMINATING,7,1,8,GNTA / GNTA,"82,76"
146,"1,02","96,04",2,NONTERMINATING,7,1,8,GNTA / GNTA,"97,06"
147,"0,72","30,28",2,NONTERMINATING,2,1,3,GNTA / GNTA,31
148,"2,24","2,24",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,24"
149,"1,78","76,85",2,NONTERMINATING,0,2,2,GNTA / GNTA,"78,63"
150,"1,85",76,2,NONTERMINATING,0,2,2,GNTA / GNTA,"77,85"
151,"3,38","3,38",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,38"
152,"3,11","3,11",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,11"
153,"2,08","92,04",3,NONTERMINATING,1,1,2,GNTA / GNTA,"94,12"
154,"1,78","114,31",2,NONTERMINATING,17,10,27,GNTA / GNTA,"116,09"
155,"2,4","75,05",2,NONTERMINATING,1,1,2,GNTA / GNTA,"77,45"
156,"2,65","2,65",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,65"
157,"2,8","2,8",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,8"
158,"2,55","2,55",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,55"
159,"3,01","3,01",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,01"
160,"5,17","5,17",3,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"5,17"
161,"3,32","3,32",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,32"
162,"4,12","4,12",3,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"4,12"
163,"3,69","3,69",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,69"
164,"3,38","3,38",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,38"
165,"3,3","3,3",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,3"
166,"3,04","3,04",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,04"
167,"3,25","3,25",3,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,25"
168,"3,11","3,11",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,11"
169,"3,23","3,23",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,23"
170,"3,24","3,24",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,24"
171,"2,93","2,93",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,93"
172,"3,44","3,44",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,44"
173,"2,98","2,98",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,98"
174,"3,35","3,35",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,35"
175,"3,66","3,66",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,66"
176,"3,15","3,15",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,15"
177,"1,92","106,78",2,NONTERMINATING,5,1,6,GNTA / GNTA,"108,7"
178,"2,1","107,59",2,NONTERMINATING,5,1,6,GNTA / GNTA,"109,69"
179,"3,59","100,28",2,NONTERMINATING,5,1,6,GNTA / GNTA,"103,87"
180,"3,2","3,2",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,2"
181,"3,5","3,5",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,5"
182,"3,02","3,02",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,02"
183,"3,22","3,22",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,22"
184,"4,1","4,1",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"4,1"
185,"2,58","2,58",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,58"
186,"1,53","1,53",1,NONTERMINATING,0,3,3,Fixpoint / Fixpoint,"1,53"
187,"4,92","4,92",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"4,92"
188,"3,11","3,11",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,11"
189,"2,02","113,11",3,NONTERMINATING,5,1,6,GNTA / GNTA,"115,13"
190,"1,88","101,59",3,NONTERMINATING,5,1,6,GNTA / GNTA,"103,47"
191,"3,74","3,74",1,NONTERMINATING,5,2,7,Fixpoint / Fixpoint,"3,74"
192,"0,98","0,98",2,NONTERMINATING,11,8,19,Fixpoint / Fixpoint,"0,98"
193,"0,98","0,98",2,NONTERMINATING,11,4,15,Fixpoint / Fixpoint,"0,98"
194,"1,04","1,04",1,NONTERMINATING,13,4,17,Fixpoint / Fixpoint,"1,04"
195,"0,71","0,71",2,NONTERMINATING,8,6,14,Fixpoint / Fixpoint,"0,71"
196,"0,99","0,99",1,NONTERMINATING,9,6,15,Fixpoint / Fixpoint,"0,99"
197,"3,19","3,19",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,19"
198,"1,78","124,82",2,NONTERMINATING,16,13,29,GNTA / GNTA,"126,6"
199,"1,81","109,87",1,NONTERMINATING,16,9,25,GNTA / GNTA,"111,68"
200,"1,72","113,37",1,NONTERMINATING,16,9,25,GNTA / GNTA,"115,09"
201,"1,67","106,96",1,NONTERMINATING,16,9,25,GNTA / GNTA,"108,63"
202,"1,77","135,77",2,NONTERMINATING,20,10,30,GNTA / GNTA,"137,54"
203,"2,49","2,49",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,49"
204,"2,97","2,97",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,97"
205,"3,32","3,32",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,32"
206,"2,95","2,95",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"2,95"
207,"0,58","281,73",7,NONTERMINATING,29,10,39,GNTA / GNTA,"282,31"
208,"0,69","317,04",6,NONTERMINATING,20,7,27,GNTA / GNTA,"317,73"
209,"0,6","285,09",7,NONTERMINATING,29,10,39,GNTA / GNTA,"285,69"
210,"0,57","286,83",7,NONTERMINATING,29,10,39,GNTA / GNTA,"287,4"
211,"0,54","327,02",6,NONTERMINATING,20,7,27,GNTA / GNTA,"327,56"
212,"0,67","306,19",9,NONTERMINATING,28,10,38,GNTA / GNTA,"306,86"
213,"0,59","341,94",9,NONTERMINATING,19,7,26,GNTA / GNTA,"342,53"
214,"0,69","294,9",8,NONTERMINATING,28,10,38,GNTA / GNTA,"295,59"
215,"0,82","327,91",10,NONTERMINATING,19,7,26,GNTA / GNTA,"328,73"
216,"1,87","1,87",4,NONTERMINATING,28,10,38,Fixpoint / Fixpoint,"1,87"
217,"1,7","1,7",4,NONTERMINATING,19,7,26,Fixpoint / Fixpoint,"1,7"
218,"1,65","1,65",3,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,65"
219,"1,57","1,57",4,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,57"
220,"1,72","1,72",4,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,72"
221,"1,54","1,54",2,NONTERMINATING,11,6,17,Fixpoint / Fixpoint,"1,54"
222,"1,37","1,37",3,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,37"
223,"1,56","1,56",2,NONTERMINATING,11,6,17,Fixpoint / Fixpoint,"1,56"
224,"1,55","1,55",4,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,55"
225,"2,12","2,12",3,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"2,12"
226,"1,56","1,56",4,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,56"
227,"1,48","1,48",2,NONTERMINATING,11,6,17,Fixpoint / Fixpoint,"1,48"
228,"2,24","2,24",3,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"2,24"
229,"1,71","1,71",4,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,71"
230,"2,07","2,07",4,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"2,07"
231,"1,58","1,58",3,NONTERMINATING,11,6,17,Fixpoint / Fixpoint,"1,58"
232,"1,57","1,57",3,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,57"
233,"1,38","1,38",2,NONTERMINATING,11,6,17,Fixpoint / Fixpoint,"1,38"
234,"1,62","1,62",4,NONTERMINATING,10,5,15,Fixpoint / Fixpoint,"1,62"
235,"1,68","1,68",2,NONTERMINATING,11,6,17,Fixpoint / Fixpoint,"1,68"
236,"3,7","3,7",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,7"
237,"4,46","4,46",2,NONTERMINATING,2,4,6,Fixpoint / Fixpoint,"4,46"
238,"3,91","3,91",2,NONTERMINATING,2,4,6,Fixpoint / Fixpoint,"3,91"
239,"1,92","1,92",3,NONTERMINATING,7,5,12,Fixpoint / Fixpoint,"1,92"
240,"1,2","1,2",3,NONTERMINATING,6,5,11,Fixpoint / Fixpoint,"1,2"
241,"1,49","1,49",2,NONTERMINATING,6,5,11,Fixpoint / Fixpoint,"1,49"
242,"1,33","1,33",2,NONTERMINATING,6,5,11,Fixpoint / Fixpoint,"1,33"
243,"1,38","1,38",4,NONTERMINATING,6,5,11,Fixpoint / Fixpoint,"1,38"
244,"1,52","1,52",4,NONTERMINATING,6,5,11,Fixpoint / Fixpoint,"1,52"
245,"0,36","102,56",2,NONTERMINATING,6,1,7,GNTA / GNTA,"102,92"
246,"1,76","96,94",3,NONTERMINATING,0,2,2,GNTA / GNTA,"98,7"
247,"0,34","96,96",2,NONTERMINATING,6,1,7,GNTA / GNTA,"97,3"
248,"2,71","2,71",1,NONTERMINATING,40,12,52,Fixpoint / Fixpoint,"2,71"
249,"1,61","1,61",1,NONTERMINATING,4,1,5,Fixpoint / Fixpoint,"1,61"
250,"2,7","2,7",1,NONTERMINATING,16,22,38,Fixpoint / Fixpoint,"2,7"
251,"4,52","4,52",4,NONTERMINATING,364,98,462,Fixpoint / Fixpoint,"4,52"
252,"2,8","2,8",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,8"
253,"3,29","3,29",2,NONTERMINATING,28,22,50,Fixpoint / Fixpoint,"3,29"
254,"2,27","143,77",5,NONTERMINATING,1,2,3,GNTA / GNTA,"146,04"
255,3,3,2,NONTERMINATING,32,43,75,Fixpoint / Fixpoint,3
256,"2,44","2,44",3,NONTERMINATING,482,99,581,Fixpoint / Fixpoint,"2,44"
257,"4,03","4,03",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"4,03"
258,"3,16","3,16",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,16"
259,"13,56","13,56",4,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"13,56"
260,"3,5","3,5",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,5"
261,"3,73","3,73",2,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,73"
262,"3,97","3,97",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,97"
263,"3,48","3,48",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,48"
264,"3,52","3,52",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,52"
265,"3,61","3,61",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,61"
266,"3,3","3,3",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,3"
267,"3,12","3,12",3,NONTERMINATING,6,1,7,Fixpoint / Fixpoint,"3,12"
268,"6,07","6,07",4,NONTERMINATING,9,1,10,Fixpoint / Fixpoint,"6,07"
269,"4,01","4,01",4,NONTERMINATING,9,1,10,Fixpoint / Fixpoint,"4,01"
270,"1,9","38,82",1,NONTERMINATING,1,1,2,GNTA / GNTA,"40,72"
271,"2,03","37,44",1,NONTERMINATING,1,1,2,GNTA / GNTA,"39,47"
272,2,"61,44",1,NONTERMINATING,1,1,2,GNTA / GNTA,"63,44"
273,"3,12","3,12",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,12"
274,"6,15","6,15",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"6,15"
275,"3,16","3,16",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint,"3,16"
276,"2,59","2,59",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,59"
277,"2,9","2,9",2,NONTERMINATING,8,3,11,Fixpoint / Fixpoint,"2,9"
278,"3,03","3,03",1,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"3,03"
279,"2,17","69,96",1,NONTERMINATING,1,1,2,GNTA / GNTA,"72,13"
280,"2,55","2,55",1,NONTERMINATING,5,2,7,Fixpoint / Fixpoint,"2,55"
281,"2,88","2,88",5,NONTERMINATING,4,3,7,Fixpoint / Fixpoint,"2,88"
282,"3,48","3,48",3,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"3,48"
283,"1,87","37,72",1,NONTERMINATING,1,1,2,GNTA / GNTA,"39,59"
284,"1,89","38,33",1,NONTERMINATING,1,1,2,GNTA / GNTA,"40,22"
285,"1,82","40,47",1,NONTERMINATING,1,1,2,GNTA / GNTA,"42,29"
286,"2,9","2,9",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,9"
287,"3,55","3,55",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,55"
288,"1,73","34,25",1,NONTERMINATING,1,1,2,GNTA / GNTA,"35,98"
289,"1,47","1,47",2,NONTERMINATING,146,8,154,Fixpoint / Fixpoint,"1,47"
290,"1,83","131,71",1,NONTERMINATING,20,10,30,GNTA / GNTA,"133,54"
291,"0,96","0,96",2,NONTERMINATING,5,2,7,Fixpoint / Fixpoint,"0,96"
292,"2,19","71,18",1,NONTERMINATING,1,1,2,GNTA / GNTA,"73,37"
293,"2,35","2,35",3,NONTERMINATING,324,26,350,Fixpoint / Fixpoint,"2,35"
294,"2,6","2,6",1,NONTERMINATING,45,8,53,Fixpoint / Fixpoint,"2,6"
295,"3,16","3,16",2,NONTERMINATING,36,30,66,Fixpoint / Fixpoint,"3,16"
