Trace Name,Result Code,Ultimate-Fixpoint (ms),Ultimate (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_Cairo_nondet_false-termination.c/lasso_trace_1.txt,NONTERMINATING,1.85,43.04,2.00,NONTERMINATING,6,1,7,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_Cairo_step2_false-termination.c/lasso_trace_1.txt,NONTERMINATING,0.36,33.57,2.00,NONTERMINATING,7,1,8,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_calloc01.c/lasso_trace_1.txt,NONTERMINATING,3.52,3.52,1.00,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_calloc04.c/lasso_trace_1.txt,NONTERMINATING,3.19,3.19,2.00,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_cav2.c/lasso_trace_1.txt,NONTERMINATING,1.98,42.58,2.00,NONTERMINATING,1,1,2,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_cfg.t2.c/lasso_trace_1.txt,NONTERMINATING,1.79,38.80,1.00,NONTERMINATING,17,10,27,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_chaining1.c/lasso_trace_1.txt,NONTERMINATING,2.07,39.51,2.00,NONTERMINATING,1,1,2,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenCookFuhsNimkarOHearn-TACAS2014-Introduction_false-termination.c/lasso_trace_1.txt,NONTERMINATING,2.60,2.60,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex2.03_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.26,3.26,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex2.04_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.45,3.45,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex2.05_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.25,3.25,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex2.12_false-termination.c/lasso_trace_1.txt,NONTERMINATING,2.93,2.93,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.47,3.47,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex2.15_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.30,3.30,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c/lasso_trace_1.txt,NONTERMINATING,2.08,41.65,2.00,NONTERMINATING,5,1,6,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.19,3.19,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.08_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.48,3.48,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.47,3.47,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ComplInterv2.c/lasso_trace_1.txt,NONTERMINATING,4.75,4.75,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ComplInterv3.c/lasso_trace_1.txt,NONTERMINATING,1.88,65.91,3.00,NONTERMINATING,5,1,6,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_CompoundExpression01.c/lasso_trace_1.txt,NONTERMINATING,3.00,3.00,1.00,NONTERMINATING,5,2,7,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_consts1nt.t2.c/lasso_trace_1.txt,NONTERMINATING,1.84,39.53,1.00,NONTERMINATING,16,13,29,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_consts2nt.t2.c/lasso_trace_1.txt,NONTERMINATING,1.79,39.22,1.00,NONTERMINATING,16,9,25,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_consts3nt.t2.c/lasso_trace_1.txt,NONTERMINATING,1.82,40.83,1.00,NONTERMINATING,16,9,25,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_consts4nt.t2.c/lasso_trace_1.txt,NONTERMINATING,1.77,43.02,1.00,NONTERMINATING,16,9,25,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_consts5nt.t2.c/lasso_trace_1.txt,NONTERMINATING,2.29,39.54,1.00,NONTERMINATING,20,10,30,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_continue-Safe.c/lasso_trace_1.txt,NONTERMINATING,2.45,2.45,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ConvLower.c/lasso_trace_1.txt,NONTERMINATING,3.26,3.26,1.00,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_coolant_basis_1_neg.c/lasso_trace_2.txt,NONTERMINATING,0.56,60.38,9.00,NONTERMINATING,20,7,27,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_coolant_basis_1_neg_false-valid-ltl.c/lasso_trace_5.txt,NONTERMINATING,0.49,64.28,7.00,NONTERMINATING,29,10,39,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_coolant_basis_1_safe_sfty_true-valid-ltl.c/lasso_trace_5.txt,NONTERMINATING,0.56,64.99,8.00,NONTERMINATING,29,10,39,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_coolant_basis_1_unsafe_sfty.c/lasso_trace_2.txt,NONTERMINATING,0.67,59.48,6.00,NONTERMINATING,20,7,27,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_coolant_basis_1_unsafe_sfty_false-valid-ltl.c/lasso_trace_5.txt,NONTERMINATING,0.57,64.00,6.00,NONTERMINATING,29,10,39,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_coolant_basis_2_neg.c/lasso_trace_2.txt,NONTERMINATING,0.63,67.55,6.00,NONTERMINATING,19,7,26,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_coolant_basis_2_neg_false-valid-ltl.c/lasso_trace_5.txt,NONTERMINATING,0.71,65.39,8.00,NONTERMINATING,28,10,38,GNTA / GNTA
